"cuny_subject","short_title"
"CUTE","Mthds. 2: Foreign Lang/Learn"
"CUTE","Mthds. 2: Math"
"CUTE","Mthds. 2: Math."
"CUTE","Mthds. 2: Sci."
"CUTE","Mthds. 2: Sci. (KC)"
"CUTE","Mthds. 2: Soc. Stud"
"CUTE","Mthds.2: Math"
"CUTE","Mthds:Rem Math K-V1"
"CUTE","Music Education"
"CUTE","Music and the Curriculum"
"CUTE","Music in Elem School"
"CUTE","Mvmnt Educ/Elem Schl"
"CUTE","Number Theory & Algebra Elem"
"CUTE","Org Sp&H Prog:El&Sec"
"CUTE","Org/Adm of Sch Sys"
"CUTE","Perspectives on Literacy"
"CUTE","Phonetics: Amer Engl"
"CUTE","Phy Sc Curr Elem Sch"
"CUTE","Physical Bckgnd Elemen Tech"
"CUTE","Physical Educ in Elem School"
"CUTE","Planet Earth: Earth and Space"
"CUTE","Pln/Imp Tech: K - 12"
"CUTE","Prac Corr Rdng Diff"
"CUTE","Prac: Bio 10-12 (KC)"
"CUTE","Prac: Biology 7-9 (KC)"
"CUTE","Prac: Chem 10-12 (KC)"
"CUTE","Prac: Chem 7-9 (KC)"
"CUTE","Prac: E.Sci 7-9 (KC)"
"CUTE","Prac: Eng 10-12 (KC)"
"CUTE","Prac: Eng 7-9 (KC)"
"CUTE","Prac: Frn 10-12 (KC)"
"CUTE","Prac: Frn 7-9 (KC)"
"CUTE","Prac: It 10-12 (KC)"
"CUTE","Prac: Math 7-9 (KC)"
"CUTE","Prac: Music Prek-6 (KC)"
"CUTE","Prac: Phys 10-12 (KC)"
"CUTE","Prac: Phys 7-9 (KC)"
"CUTE","Prac: SS 10-12 (KC)"
"CUTE","Prac: SS 7-9 (KC)"
"CUTE","Prac: Sp 7-9 (KC)"
"CUTE","Practicum 1-6:Year 1 (KC)"
"CUTE","Practicum Math Gr 10-12 (KC)"
"CUTE","Practicum Music 7-12 (KC)"
"CUTE","Practicum Sp 10-12 (KC)"
"CUTE","Practicum in Grades 1-3 (KC)"
"CUTE","Practicum in Grades 4-6 (KC)"
"CUTE","Practicum: Italian 7-9 (KC)"
"CUTE","Practicum:Earth Sci 10-12 (KC)"
"CUTE","Practicum:G1-6;Trn B Cert (KC)"
"CUTE","Prob Tch Music Sec"
"CUTE","Probs Inter & Jr. HS"
"CUTE","Prof Comm for Ed Settings"
"CUTE","Prof Disc & Leadership G/T"
"CUTE","Prof Disc&Lead’p G/T"
"CUTE","Prof Exp/Pract Tch"
"CUTE","Rdg Instr El Schl"
"CUTE","Rdg/Wrtg Workshop"
"CUTE","Rdng Mat for Adolesc"
"CUTE","Reading & Writing Thru Drama"
"CUTE","Reading Mat & Young Adult"
"CUTE","Reading in El Sch 2"
"CUTE","Reading&Lang Arts Elem School"
"CUTE","Region Field Exp"
"CUTE","Res Eff Pract & Curric REPAC"
"CUTE","Res Eff Pract & Curric in A&H"
"CUTE","Res Eff Pract & Curric in Math"
"CUTE","Res Semi Math Edu 7-12"
"CUTE","Research Sem-Math/Sci Educ"
"CUTE","Research Sem-Sup&Adm"
"CUTE","Research Seminar: Sup & Admin"
"CUTE","Robotics and Engineering"
"CUTE","Rsrch Eff Prac & Curr Multilgl"
"CUTE","Sch/Region Field Exp (KC)"
"CUTE","Schl District Lead"
"CUTE","Schl Finance/Budget"
"CUTE","Schl Law & Finance"
"CUTE","School Building Leadership"
"CUTE","School Field Exp"
"CUTE","Scie:Curr&Meth; 7-12"
"CUTE","Secondary Educ-Org Curr Method"
"CUTE","Secondary School Progs/Practs"
"CUTE","Sel Tpc:School Refrm"
"CUTE","Sel Tpcs:Ref Mdls"
"CUTE","Sel Tpcs:Schl Law"
"CUTE","Selected Topics"
"CUTE","Sem Tch Chld Urb Are"
"CUTE","Sem/Math Curr, 7-12"
"CUTE","Sem: Early Childhood"
"CUTE","Sem: Special Topics in Educ"
"CUTE","Sem:Ad&Sup:Erly Chld"
"CUTE","Seminar Spec Top: Drug Abuse"
"CUTE","Sexual Health Education"
"CUTE","Soc Fd Biled Alt Crt"
"CUTE","Soc Fdns of Biled"
"CUTE","Social Studies Cur & Instruct"
"CUTE","Social Studies Curr and Instr"
"CUTE","Social Studies and Ell"
"CUTE","Socst:Curr & Meth 7-12"
"CUTE","Spec Adapt Rdng Elem"
"CUTE","Spec topics: Issue Health Educ"
"CUTE","Special Topics in the Arts"
"CUTE","Sped Top: Rdg/Wrtg"
"CUTE","St Tch Art Sec Sch"
"CUTE","St Tch Biol Sec Schl"
"CUTE","St Tch Chem Sec Schl"
"CUTE","St Tch Chin Sec Schl"
"CUTE","St Tch Dance Sec Sch"
"CUTE","St Tch Earth Sci Sec"
"CUTE","St Tch Engl Sec Schl"
"CUTE","St Tch Fren Sec Schl"
"CUTE","St Tch Gen Sc Sec Sc"
"CUTE","St Tch Germ Sec Schl"
"CUTE","St Tch Gk/Lt Sec Sch"
"CUTE","St Tch Hebr Sec Schl"
"CUTE","St Tch Hlth Sec Schl"
"CUTE","St Tch Home Eco Sec"
"CUTE","St Tch Ital Sec Schl"
"CUTE","St Tch Math Sec Schl"
"CUTE","St Tch Music Sec Sch"
"CUTE","St Tch Ph Ed Sec Sch"
"CUTE","St Tch Phys Sec Schl"
"CUTE","St Tch Russ Sec Schl"
"CUTE","St Tch Soc Std Sec"
"CUTE","St Tch Sp&Hh Sec Sch"
"CUTE","St Tch Sp&The Sec Sc"
"CUTE","St Tch Span Sec Schl"
"CUTE","Std Tch  Eng 10-12"
"CUTE","Std Tch: Bio 10-12"
"CUTE","Std Tch: Math 10-12"
"CUTE","Std Tch: Math 7-12 (KC)"
"CUTE","Std Tch: Math 7-9"
"CUTE","Std Tch: Mus Pre-K-6"
"CUTE","Std. Tch Chem 10-12"
"CUTE","Std. Tch.: Italian"
"CUTE","Std. Tch.: Russian"
"CUTE","Std. Tch: Bio 7-12 (KC)"
"CUTE","Std. Tch: Bio 7-9"
"CUTE","Std. Tch: Chem 7-12 (KC)"
"CUTE","Std. Tch: Frn 10-12"
"CUTE","Std. Tch: Frn 7-9"
"CUTE","Std. Tch: It 10-12"
"CUTE","Std. Tch: It 7-12 (KC)"
"CUTE","Std. Tch: Phys 10-12"
"CUTE","Std. Tch: Phys 7-12 (KC)"
"CUTE","Std. Tch: Phys 7-9"
"CUTE","Std. Tch: SS7-12 (KC)"
"CUTE","Std. Tch: Sp 10-12"
"CUTE","Std. Tch: Sp 7-12 (KC)"
"CUTE","Std. Tch: Sp 7-9"
"CUTE","Std. Tch: Ss 10-12"
"CUTE","Std. Tch: Ss 7-9"
"CUTE","Std. Tch:E.Sci 7-9"
"CUTE","Std. Tch:Mus Prek-12 (KC)"
"CUTE","Std. Tch:Music 7-12"
"CUTE","Stdnt Tch: Earth Sci 7-12 (KC)"
"CUTE","Stdnt Teachg English 7-12 (KC)"
"CUTE","Stdnt Teachg French 7-12 (KC)"
"CUTE","Stdnt Teaching Grades 1-3 (KC)"
"CUTE","Stdnt Teaching Grades 4-6 (KC)"
"CUTE","Stdnt Teaching: 1-3 & 4-6 (KC)"
"CUTE","Strat for Tchng Lit"
"CUTE","Strategy for Teach Literature"
"CUTE","Stu Tch Nrs Sch-Gr 6"
"CUTE","Stud Teach Earth Sci Gra 10-12"
"CUTE","Stud Teach German: Grades 7-12"
"CUTE","Stud Teach Italian Grades 7-9"
"CUTE","Student Teach for Computer Sci"
"CUTE","Student Teaching"
"CUTE","Student Teaching in Hebrew"
"CUTE","Student Teaching: Chem 7-9"
"CUTE","Student Teaching: English 7-9"
"CUTE","Studies: Hist of Ed"
"CUTE","Sup & Inst-Spec Educ"
"CUTE","Sup of Instr Biling"
"CUTE","Supervised Clinical Exp 1"
"CUTE","Supervised Clinical Exp 2"
"CUTE","Supervision for Inst"
"CUTE","Supr Spec Ed"
"CUTE","Supv Internship"
"CUTE","Tch Music Early Chld"
"CUTE","Tch Music Elem Schl"
"CUTE","Tch Sci Ec, El Schl"
"CUTE","Tch Ss in Ec and El"
"CUTE","Tchg Chld W/Lrn Diff"
"CUTE","Tchng Devel Reading"
"CUTE","Tchng Rdng Sec Schls"
"CUTE","Teach  Els: Prosp Teach"
"CUTE","Teach & Learn Math Elem School"
"CUTE","Teach & Learn Sci Elem School"
"CUTE","Teach Reading Elementry School"
"CUTE","Teach Second Lang Teachers"
"CUTE","Teach Soc Students Elem School"
"CUTE","Teach Soc Studies"
"CUTE","Teach and Learn Urban School"
"CUTE","Teach. Eng. Mthds."
"CUTE","Teach. Eng. Mthds. (KC)"
"CUTE","Teaching Develop Read-Gr 1-9"
"CUTE","Teaching Developmental Reading"
"CUTE","Teaching English Methods"
"CUTE","Teaching Reading Sec School"
"CUTE","Teaching Reading-Bilg Program"
"CUTE","Teaching Science"
"CUTE","Teaching Science Elem School"
"CUTE","Teaching Science/Elem Sch-DC"
"CUTE","Tech Resource Tch&Ln"
"CUTE","Technology in Education"
"CUTE","The Art of Effective Teaching"
"CUTE","The Arts"
"CUTE","The English Language"
"CUTE","The Slow Learner"
"CUTE","Theory & Pract:Biling"
"CUTE","Util Mlt Clsrm Pers"
"CUTE","Visual Arts & Curr"
"CUTE","Visual Workshop: Teachers"
"CUTE","Wksh Alcohol Education"
"CUTE","Wkshp Alcohol Educ"
"CUTE","Wkshp Curr Mat Dev"
"CUTE","Wkshp Educ of Gifted"
"CUTE","Wkshp Elem Sch Math"
"CUTE","Wkshp Secondary Educ"
"CUTE","Wkshp for Elem Tchrs"
"CUTE","Wksp Cmd;Am Gvmt&Pol"
"CUTE","Wksp:Early Childhood"
"CUTE","Wksp:Sec for Lng Tch"
"CUTE","Workshop in Elem School Math"
"CUTE","Wshp Curr Mat Dev Tc"
"CUTE","Yng Adlt Literature"
"CUTE","Young Adult Literature"
"DANC","Activating Dance in Culture"
"DANC","Adv Post Mod Dance Technique"
"DANC","Adv Trad Modern Dance Tech"
"DANC","Aesthetics"
"DANC","African-American Social Dance"
"DANC","Afro-Brazilean Dance 2"
"DANC","Afro-Brazilian Dance I"
"DANC","Anatomy-Kinesiology for Dancer"
"DANC","Ballet 1"
"DANC","Ballet 2"
"DANC","Ballet 3"
"DANC","Basic Musicianship for Dancers"
"DANC","Capoiera 2"
"DANC","Capoiera I"
"DANC","Chinese Dance Forms"
"DANC","Choregraphy 2"
"DANC","Choreographic Form & Analysis"
"DANC","Choreography 1"
"DANC","Classical Indian Dance 2"
"DANC","Classical Indian Dance I"
"DANC","Composing Music Dance"
"DANC","Composition 1"
"DANC","Composition 2"
"DANC","Contemporary Dance Forms"
"DANC","Contemporary Dance Technique 1"
"DANC","Contemporary Dance Technique 2"
"DANC","Contemporary Dance Technique 3"
"DANC","Contemporary Dance Technique 4"
"DANC","Cur Top: Comp-Mus Dance"
"DANC","Current Topic: Jazz"
"DANC","Current Topics: Dance Critique"
"DANC","Current Topics: Human Movement"
"DANC","Current Topics: Repertory"
"DANC","Current Topics: Repertory 2"
"DANC","Dance 1 - Yoga"
"DANC","Dance 2 - Yoga"
"DANC","Dance Alignment"
"DANC","Dance Community and Change"
"DANC","Dance Criticism"
"DANC","Dance Hist before 20th Century"
"DANC","Dance Injuries"
"DANC","Dance Notation Sys"
"DANC","Dance Pedagogy"
"DANC","Dance Seminar"
"DANC","Dance Workshop"
"DANC","Dance in Culture"
"DANC","Design and Dance"
"DANC","Ethnic Dance/Capoera"
"DANC","Fundamental-Contemporary Dance"
"DANC","Fundamentals of Ballet"
"DANC","Gaga Technique"
"DANC","Global Dance 1"
"DANC","Global Dance 2"
"DANC","Global Dance History"
"DANC","Grad Dance History"
"DANC","Graduate Dance Technique"
"DANC","Graduate Repertory"
"DANC","Hip Hop Dance 1"
"DANC","Hip Hop Dance 2"
"DANC","Hip Hop Dance 3"
"DANC","Hist of Dance Media Mavericks"
"DANC","Honors in Dance"
"DANC","Improvisation"
"DANC","Improvisational Practices"
"DANC","In Service"
"DANC","Independent Study in Dance"
"DANC","Internship"
"DANC","Jazz Dance 1"
"DANC","Jazz Dance 2"
"DANC","Lecture/Demonst Touring Group"
"DANC","Live Art in Visual Environment"
"DANC","MFA Thesis Project"
"DANC","Main:Dancers Instrument"
"DANC","Med Practice Global Landscape"
"DANC","Modern Partnering"
"DANC","Modes of Inquiry"
"DANC","Performance 1"
"DANC","Performance 2"
"DANC","Performance and Presentation"
"DANC","Physical Training"
"DANC","Postural Retraining"
"DANC","Process and Projects"
"DANC","Production"
"DANC","Production Crew"
"DANC","Production Crew 1"
"DANC","Production Crew 2"
"DANC","Race,Gend &Sexuality:Contp Dan"
"DANC","Repertory 1"
"DANC","Repertory 2"
"DANC","Screendance"
"DANC","Sem: Technology & Arts"
"DANC","Seminar in Dance"
"DANC","Site Specific Dance"
"DANC","Sp Tp Modern Partnering"
"DANC","Sp Tpcs: Lighting Design Dance"
"DANC","Special Topics: College Now"
"DANC","Special Topics: Dance Legacies"
"DANC","Stagecraft"
"DANC","Studies of Forms"
"DANC","Survey of Dance Notation Systm"
"DANC","Teach Dance Elementary School"
"DANC","Teaching Dance"
"DANC","Theory&Practice Teach Cont Dan"
"DANC","Topics in Teaching Coll/Univ"
"DANC","Topics: Mtd Movement:Dance"
"DANC","T’Ai Chi 2"
"DANC","T’Ai Chi I"
"DANC","West African Dance 1"
"DANC","West African Dance 2"
"DESK","Basic Skills in Physics"
"DESK","Basic Skills-Chem"
"DESK","Cuny Skls Asses:Read"
"DESK","Dev Writing II (ESL)"
"DESK","Developmental Writing 1 (ESL)"
"DESK","Developmental Writing I"
"DESK","Essen of Basic Arith"
"DESK","Essentials of Algebra"
"DESK","Intermed Alg & Geom"
"DESK","Intermediate Math"
"DESK","Orientation-Success"
"DESK","Pre Anat Physiol 1"
"DESK","USIP SEEK CHEM 100 Workshop"
"DESK","USIP SEEK CHEM 102 Workshop"
"DESK","USIP SEEK Math 101 Workshop"
"DESK","USIP SEEK Math 125 Workshop"
"DESK","USIP SEEK Math 150 Workshop"
"DESK","USIP SEEK Rdng&Wrtg Workshop"
"DESK","USIP SEEK Stat 113 Workshop"
"DESK","USIP SEEK Writing Workshop"
"ECON","Accounting Information Systems"
"ECON","Accounting Research"
"ECON","Accounting/Auditing Research"
"ECON","Advanced Accounting 2"
"ECON","Advanced Accounting I"
"ECON","Advanced Accounting Problems"
"ECON","Advanced Auditing"
"ECON","Advanced Concepts: Fin Market"
"ECON","Advanced Fed Income Taxation"
"ECON","Advanced Financial Accounting"
"ECON","Advanced Managerial Accounting"
"ECON","Advanced Micro Theory"
"ECON","Advanced Microeconomics Theory"
"ECON","American Economic Hist Seminar"
"ECON","American Economic History"
"ECON","Analysis-Financial Statements"
"ECON","Auditing"
"ECON","Banking Financial Structure"
"ECON","Banking and Financial Markets"
"ECON","Bank’s Financial Structure"
"ECON","Behavioral Economics"
"ECON","Bus Ent&Pub Pol Sem"
"ECON","Business & Public Policy"
"ECON","Business Ethics"
"ECON","Business Law 1"
"ECON","Business Law 2"
"ECON","Business Law I"
"ECON","Business Strategy & Indust Org"
"ECON","Business Taxes"
"ECON","Capitalism-East Eur"
"ECON","Caribbean Economics"
"ECON","Carribean Economics"
"ECON","Coll Barg&Arbitratn"
"ECON","Comp Eco Systems Seminar"
"ECON","Comparative Economic Systems"
"ECON","Computational Finance"
"ECON","Computer Accounting Systems"
"ECON","Computer Appl in Economics"
"ECON","Computer Applic - Economics"
"ECON","Computer Application Account"
"ECON","Computer Application Economic"
"ECON","Computer Application-Economics"
"ECON","Computers & Accounting"
"ECON","Consumer Marketing"
"ECON","Contempory Eco:Analysis Policy"
"ECON","Contempory Economic Policy"
"ECON","Corporate Finance"
"ECON","Corporate Governance"
"ECON","Corporation Finance"
"ECON","Data Anal & Research Methods"
"ECON","Data Anal & Resth Metho"
"ECON","Data Analysis"
"ECON","Data Analytics for Acc & Fin"
"ECON","Demography and Economic Policy"
"ECON","Dev: Transnatl Corps"
"ECON","Dev:Transnational Corps"
"ECON","Develop :Economical Thought"
"ECON","Develop-Eco Thought"
"ECON","Eco 100 Discussion"
"ECON","Eco Aspcts Env Cntrl"
"ECON","Eco Background Current Event"
"ECON","Eco Bus Org & Mgmt"
"ECON","Eco Dev-Western  Europe"
"ECON","Eco:Resources & Environmental"
"ECON","Econometrics"
"ECON","Economic Analysis 2"
"ECON","Economic Dev of Latin America"
"ECON","Economic Development"
"ECON","Economic Development Seminar"
"ECON","Economic Growth"
"ECON","Economic History"
"ECON","Economic Inequality"
"ECON","Economic Rel-Soviet Bloc"
"ECON","Economic Statistics"
"ECON","Economic Statistics 1"
"ECON","Economic System: Africa"
"ECON","Economic System: Asia"
"ECON","Economic Trans in Eastern Euro"
"ECON","Economics & The Law"
"ECON","Economics Seminar"
"ECON","Economics Statistics 1"
"ECON","Economics in Narrative Film"
"ECON","Economics of Consumption"
"ECON","Economics of Federal Taxation"
"ECON","Economics of Inequality"
"ECON","Economics of Poverty"
"ECON","Economics of the Media"
"ECON","Economics:Health Care"
"ECON","Economicss of Education"
"ECON","Environmental Economics"
"ECON","Estate & Gift Taxation"
"ECON","Estate & Gift Taxes"
"ECON","European Economic  History"
"ECON","Experimental Economics"
"ECON","Family Finance"
"ECON","Federal Income Taxation"
"ECON","Financial Economics"
"ECON","Financial Institutions"
"ECON","Foreign Debt-Dev Ctr"
"ECON","Games and Information"
"ECON","Governmental Accounting"
"ECON","Health Economics"
"ECON","Honors Project"
"ECON","Honors Seminar in Economics"
"ECON","Income Dist & Public Policy"
"ECON","Independant Study"
"ECON","Independent Study"
"ECON","Independent Study in Economics"
"ECON","Industrial Organization"
"ECON","Intermed Micro Thry"
"ECON","Intermediate Accounting I"
"ECON","Intermediate Accounting II"
"ECON","Intermediate Macroeconomics"
"ECON","Intermediate Microeconomics"
"ECON","International Eco Theory Simr"
"ECON","International Finance"
"ECON","International Financial Semr"
"ECON","International Trade"
"ECON","Internationl Finance"
"ECON","Internship"
"ECON","Internship-Economic/Accounting"
"ECON","Intl Econ:Theory and Policy"
"ECON","Intro Oper Research"
"ECON","Intro to Economics"
"ECON","Introduction to Econometrics"
"ECON","Introduction to Economics"
"ECON","Labor Economic Seminar"
"ECON","Labor Economics"
"ECON","Law & Economics"
"ECON","Law and Economics"
"ECON","Linear Econometric Analysis"
"ECON","Macroeconomic Theory"
"ECON","Managerial Accounting"
"ECON","Managerial Economics"
"ECON","Managment Financial  Instruct"
"ECON","Market,Laws & Global Growth"
"ECON","Math Foundations of Economics"
"ECON","Microeconometrics"
"ECON","Microeconomic Theory"
"ECON","Monetary Policy"
"ECON","Monetary Theory & Politics"
"ECON","Monetary Theory and Policy"
"ECON","Money and Banking"
"ECON","Non-Linear Econometrc Analysis"
"ECON","Personal Financial Economics"
"ECON","Planning Methods I"
"ECON","Policy & Program Evaluation"
"ECON","Political  Econ:3rd World"
"ECON","Political Economics of Africa"
"ECON","Political Economics of Oil"
"ECON","Practicum Empirical Analysis"
"ECON","Prin Eco 1-Macroeconomics"
"ECON","Prin Eco 2-Microeco"
"ECON","Princ of Accntg 1"
"ECON","Principles Eco 2-Microeconomic"
"ECON","Principles of Accounting  2"
"ECON","Principles of Accounting 1"
"ECON","Principles of Accounting 2"
"ECON","Principles of Accounting I"
"ECON","Principles of Macroeconomics"
"ECON","Principles of Microeconomics"
"ECON","Public Accounting Internship"
"ECON","Public Finance"
"ECON","Public Finance Seminar"
"ECON","Regional Economics"
"ECON","Security & Investment Analysis"
"ECON","Selected Topics in Economics"
"ECON","Sem Environmental Economics"
"ECON","Seminar Environmental Economic"
"ECON","Senior Sem: The Big Pic"
"ECON","Soviet Economy"
"ECON","Spec Topics 1"
"ECON","Special Topic: Economic Health"
"ECON","Special Topics 2"
"ECON","Special Topics in Economics"
"ECON","State and Local Taxation"
"ECON","Strategies &Games in Economics"
"ECON","System Economical Measurment"
"ECON","Tech of Eco Analysis"
"ECON","Technique-Ecological Analysis"
"ECON","Techniques-Economic Analysis"
"ECON","The Labor Movement"
"ECON","Theory of Financial Economics"
"ECON","Thesis Research"
"ECON","Time Ser & Forecasting"
"ECON","Time Series Analysis"
"ECON","Top Economic Analysis"
"ECON","Top: Labor Economics"
"ECON","Top: Latin-America Development"
"ECON","Topic History Economic Thought"
"ECON","Topic: Economic Analysis"
"ECON","Topics"
"ECON","Topics Hist Eco Thot"
"ECON","Topics History Eco Thought"
"ECON","Topics Marxian Economics"
"ECON","Topics in Applied Finance"
"ECON","Topics in Banking"
"ECON","Topics in Economic Growth"
"ECON","Topics in Financial Economics"
"ECON","Topics in International Trade"
"ECON","Topics in Public Finance"
"ECON","Topics on Appld Finance"
"ECON","Urban Economics"
"ECON","Women & Men:Labor Market"
"ECON","Women in the Economy"
"EDAB","A.B.A. Res Mthd/Ethics"
"EDAB","ABA App to Learning"
"EDAB","ABA Autism Int Adults"
"EDAB","ABA Autism Intervent"
"EDAB","Applied Beh Analysis 2 (KC)"
"EDAB","Applied Beh Analysis I (KC)"
"EDAB","Clinical Capstone 2"
"EDAB","Ethics & Professionalism ABA"
"EDAB","Experimental Analysis Behavior"
"EDAB","Functional Behavior Assessment"
"EDAB","Managing Beh Analytic Records"
"EDAB","Philosophy of Behaviorism"
"EDAB","Prac Appl Beh Analysis I (KC)"
"EDAB","Prac Appl Beh Analysis II (KC)"
"EDAB","Single Subject Research Design"
"EDAB","Thesis I (KC)"
"EDAB","Thesis II (KC)"
"EDAR","Meth Chldhd Art Ed-PreK-6 (KC)"
"EDAR","Meth Tch Vsl Arts Gr 7-12 (KC)"
"EDAR","Std Tch Vsl Arts PreK-12 (KC)"
"EDBL","Bilingl Literacy - French (KC)"
"EDBL","Bilingl Literacy-Chinese (KC)"
"EDBL","Bilingual Literacy (KC)"
"EDBL","Bilingual Research Seminar"
"EDBL","Comp Analysis-English & Span"
"EDBL","Fieldwk Bilingl Literacy (KC)"
"EDBL","Foundation Bilingual Education"
"EDBL","Instn Native Language"
"EDBL","Instruction Native Lang-Chinse"
"EDBL","Instruction Native Lang-French"
"EDBL","Language Assessment  English"
"EDBL","Multicultural Education"
"EDBL","Native Lang Instruction Bisp"
"EDBL","Pract:1-3,YL (KC)"
"EDBL","Pract:4-6,YL (KC)"
"EDBL","Practicum in Grades 1-3 (KC)"
"EDBL","Practicum in Grades 4-6 (KC)"
"EDBL","Psych Lang Learning & Teaching"
"EDBL","Second Language Learn & Teach"
"EDBL","Student Teaching Grds 1-3 (KC)"
"EDBL","Student Teaching Grds 4-6 (KC)"
"EDBL","Sup Prct-Blng Tchrs"
"EDBL","Sup Tchg, 1-3 & 4-6"
"EDBL","Supervised Stdnt Teaching (KC)"
"EDCN","Methods 1 Chinese"
"EDCN","Methods 2:Intensv St"
"EDCN","Pract in Chinese, Grds 10-12"
"EDCN","Practicum in Chinese (7-9)"
"EDCN","Studnt Teach Chinese"
"EDDA","Dance Methods 1"
"EDDA","Dance Methods 2"
"EDDA","Practicum"
"EDDA","Student Teaching"
"EDDA","Th&Pr:Tc Dan Prek-12"
"EDEC","Adapt Indiv Learners K-2 (KC)"
"EDEC","Autism Spectrum Disorder"
"EDEC","Children Spec Needs: EC"
"EDEC","Creative Arts & PlayBased Lrng"
"EDEC","EC Prgms & Curricular Framewor"
"EDEC","EC Science & Inq-Based Lrng"
"EDEC","Early Child Bil Std Teach (KC)"
"EDEC","Early Child Stdnt Teachg (KC)"
"EDEC","Early Childhood Math:Brth-Gr 2"
"EDEC","Early Childhood: Brth-Gr 2"
"EDEC","Educ Tech: Early Childhood"
"EDEC","Eval, Asmnt & Prog Plan (KC)"
"EDEC","Expressv Arts: Early Childhood"
"EDEC","Fam,Parent & Prof Part YL (KC)"
"EDEC","Fieldwork Internships 2"
"EDEC","Fieldwork/Internships 1"
"EDEC","Fieldwork/Internships 3"
"EDEC","Final Practicum in ECSE (KC)"
"EDEC","Final Stdnt Teaching ECSE (KC)"
"EDEC","Fld Exp/Ecse-Sev Dis"
"EDEC","Fld Exp: Ecse - Aut"
"EDEC","Fld Exp:Early Child Sp/Cse-Aut"
"EDEC","Fost Dev Yng Chdrn W/ Div Ab"
"EDEC","Health, Safety & Nutrition: EC"
"EDEC","Higher Chldrn-Autism"
"EDEC","Higher Functioning Children"
"EDEC","Hlth, Family, & Com Partnersh"
"EDEC","Hst Erly Chldhd Sped"
"EDEC","Inc Pract & Tchng Child Backg"
"EDEC","Inclsn & Chldrn W Aut"
"EDEC","Inclsn/Chldrn-Autism"
"EDEC","Ind Plan, Imp & Prg EC (KC)"
"EDEC","Indiv Plan, Implem & Prog (KC)"
"EDEC","Initial Practicum in ECSE (KC)"
"EDEC","Initial Stdnt Teach ECSE (KC)"
"EDEC","Integra Sem: Early Childhood"
"EDEC","Intro Fld Exp EC Spcl Ed (KC)"
"EDEC","Issues in Early Invtn Chldhd"
"EDEC","Lang & Lit:Engl Lang Learners"
"EDEC","Lang & Literacy: Birth-Gr2,Lit"
"EDEC","Language & Literacy B-PreK"
"EDEC","Language & Literacy K-2"
"EDEC","Language & Literacy: Birth-Gr2"
"EDEC","Language & Literacy: Birth-K"
"EDEC","Language & Literacy: K-Gr 2"
"EDEC","Language Teaching Approaches"
"EDEC","Lng/Yng Chldn-Autism"
"EDEC","Math & Sci Thking Early Childh"
"EDEC","Math Sped Needs"
"EDEC","Mathematics in Early Childhood"
"EDEC","Natural Behavioral Strategies"
"EDEC","PBS & Apps to Young Child"
"EDEC","Positive Behavior Support"
"EDEC","Pract: EC-Sev/MD K-2 (KC)"
"EDEC","Pract:ECSE-Sev/MD Pr-K (KC)"
"EDEC","Practicum EC Spcl Ed (KC)"
"EDEC","Practicum EC Spec Ed (KC)"
"EDEC","Practicum Early Child Edu-SD"
"EDEC","Pre-Stud Tchg:Early Child (KC)"
"EDEC","Research & Practice in ECE"
"EDEC","ST: Early Childhood Spec Edu"
"EDEC","Science-Early Childh: Brth-Gr2"
"EDEC","Spec Topics: Early Childhood"
"EDEC","Sprv Prac: EC Bilingual (KC)"
"EDEC","Sptpc:Incid Teaching"
"EDEC","Stdnt Tch-Sd, 40 Days"
"EDEC","Stdnt Tch-Sd,20 Days"
"EDEC","Stdnt Teach EC Spcl Ed (KC)"
"EDEC","Stdnt Teach: EC & Sev/MD (KC)"
"EDEC","Stdnt Teach: ECE w/Sev MD (KC)"
"EDEC","Stdnt Teach: Early Child Sp Ed"
"EDEC","Stud Tchg: EC Blng Set 40 (KC)"
"EDEC","Student Tchg: Early Child (KC)"
"EDEC","Student Teaching"
"EDEC","Supervised Practicum: EC (KC)"
"EDEC","YL: Field Exp in ECSE (KC)"
"EDES","Adult Assessment"
"EDES","Adult Based Literacy"
"EDES","Adult ESL Curr Mtrls"
"EDES","Adult ESL Literacy/Beginning"
"EDES","Advanced Grammar"
"EDES","Biling/Bicult Adult"
"EDES","Business English"
"EDES","Classrm Conversation Analysis"
"EDES","Classroom Discourse"
"EDES","Classroom Discourse Adult ESL"
"EDES","Creative Dramatics"
"EDES","Curr & Mat Tesol"
"EDES","Curric & Materials-TESOL (KC)"
"EDES","ESL Program Administration"
"EDES","ESL Students with Disabilities"
"EDES","ESL for Business"
"EDES","ESL thru Literature"
"EDES","Ed Tech in ELL Instruction"
"EDES","Fieldwork in TESOL with Adults"
"EDES","Fld Exp:W/O Pr Cert"
"EDES","Health Education ESL: Pre K-12"
"EDES","K-12 Cur Mat Cont Ar"
"EDES","K-12 ESL Cur Content Area (KC)"
"EDES","K12 ESL thru Content"
"EDES","L1,L2 & Tech Literacy"
"EDES","Lang Assessment TESOL"
"EDES","Lang Assmt for Adult ESL Clsrm"
"EDES","Language Aasessment Adult ESL"
"EDES","Language Assessment in TESOL"
"EDES","Ma Essay Research Sem,YL"
"EDES","Methodology/TESOL - Prog 1"
"EDES","Methodology/TESOL - Prog 2"
"EDES","Methodology/TESOL - Prog 3"
